,"X,Y","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""linksys""
00:25:9C:98:4B:7D","""Vibraciones""
50:C7:BF:DD:C3:B3","""SMA1930055648""
B0:72:BF:05:3C:3D","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Microondas""
48:F8:B3:22:4D:4B","""FabLab""
AC:84:C6:3E:EF:51","""Lab 212""
00:23:CD:18:65:9C","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab ERNC""
00:90:4C:91:00:03","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Controlistas""
54:E6:FC:E7:FA:D2","""Die231""
EC:08:6B:42:B5:4A","""Docentes FI""
0E:18:D6:CB:01:A4","""WiFi-UdeC""
84:D4:7E:29:3E:81","""LCDA""
B0:48:7A:DE:14:8C","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""MII2011""
74:EA:3A:C6:29:A0","""UdeC""
84:D4:7E:29:3E:80","""eduroam""
84:D4:7E:29:5B:22","""CE5CFB""
98:FC:11:E2:A6:A5","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""labceramicos""
E8:DE:27:7F:69:DC","""ANDES""
00:11:95:09:C1:4A"
3613,"(0,1)",-67,-69,-75,-77,-79,-57,-71,-67,-73,-81,-71,-63,-53,-69,-67,-79,-83,-73,-75,-77,-83,-73,-79,-77,-83,-81,-83
3614,"(0,1)",-67,-71,-73,-75,-83,-59,-71,-69,-73,-81,-71,-63,-53,-69,-67,-79,-85,-73,-73,-77,-83,-73,-81,-77,-81,-81,-83
3615,"(0,1)",-65,-67,-77,-75,-81,-61,-73,-69,-75,-79,-73,-65,-51,-69,-73,-79,-85,-83,-77,-81,-83,-73,-79,-77,-83,-81,-83
3616,"(0,1)",-69,-69,-75,-77,-83,-61,-73,-61,-75,-81,-73,-63,-53,-69,-73,-75,-85,-83,-77,-81,-81,-69,-79,-77,-83,-81,-83
3617,"(0,1)",-67,-67,-73,-77,-81,-61,-71,-69,-73,-75,-71,-63,-53,-69,-73,-75,-85,-83,-75,-79,-81,-69,-79,-79,-85,-81,-83
3618,"(0,1)",-67,-69,-79,-77,-83,-59,-71,-67,-75,-81,-71,-63,-41,-69,-73,-79,-85,-75,-75,-83,-79,-69,-79,-77,-85,-81,-83
3619,"(0,1)",-67,-69,-73,-77,-81,-61,-71,-69,-73,-79,-71,-63,-41,-69,-73,-77,-83,-75,-75,-83,-79,-73,-79,-79,-85,-83,-87
3620,"(0,1)",-67,-67,-77,-77,-83,-59,-71,-67,-73,-75,-71,-71,-41,-69,-73,-75,-85,-75,-75,-81,-79,-75,-81,-75,-85,-83,-71
3621,"(0,1)",-67,-69,-79,-77,-83,-61,-69,-67,-77,-75,-71,-63,-53,-69,-73,-79,-85,-75,-75,-81,-83,-73,-79,-79,-85,-79,-71
3622,"(0,1)",-65,-69,-79,-77,-79,-59,-71,-69,-75,-79,-71,-63,-41,-69,-73,-79,-83,-75,-75,-81,-79,-73,-77,-77,-83,-79,-83
3623,"(0,1)",-67,-67,-77,-75,-81,-61,-73,-73,-77,-79,-71,-71,-53,-69,-73,-79,-83,-73,-75,-81,-85,-73,-79,-77,-83,-79,-83
3624,"(0,1)",-69,-69,-77,-77,-81,-59,-69,-67,-73,-77,-71,-71,-51,-69,-69,-77,-83,-73,-75,-81,-85,-73,-81,-77,-83,-81,-83
3625,"(0,1)",-67,-67,-77,-77,-81,-61,-69,-69,-73,-81,-73,-71,-53,-69,-69,-77,-83,-75,-71,-81,-85,-73,-81,-77,-83,-83,-83
3626,"(0,1)",-67,-69,-77,-77,-81,-61,-71,-67,-71,-75,-69,-73,-55,-69,-69,-81,-83,-73,-71,-79,-81,-73,-81,-75,-83,-83,-87
3627,"(0,1)",-67,-67,-77,-75,-81,-61,-71,-69,-73,-75,-73,-61,-51,-67,-69,-81,-83,-73,-77,-79,-83,-73,-81,-75,-85,-83,-87
3628,"(0,1)",-67,-69,-77,-77,-81,-59,-71,-67,-75,-81,-71,-63,-41,-65,-69,-81,-81,-73,-75,-79,-81,-73,-79,-77,-83,-79,-87
3629,"(0,1)",-67,-67,-79,-77,-81,-59,-71,-67,-73,-77,-71,-63,-53,-67,-69,-79,-87,-73,-75,-79,-81,-73,-81,-79,-83,-83,-87
3630,"(0,1)",-67,-67,-79,-77,-81,-59,-71,-67,-75,-81,-71,-71,-55,-69,-73,-79,-87,-75,-75,-81,-83,-73,-81,-77,-83,-83,-87
3631,"(0,1)",-69,-67,-79,-77,-79,-59,-71,-73,-75,-71,-69,-79,-55,-67,-75,-81,-85,-73,-75,-81,-83,-71,-81,-77,-83,-81,-87
3632,"(0,1)",-67,-69,-77,-77,-83,-61,-71,-69,-65,-81,-73,-71,-39,-71,-67,-81,-85,-73,-75,-81,-83,-71,-81,-79,-83,-83,-83
3633,"(0,1)",-67,-69,-79,-77,-81,-61,-69,-69,-73,-79,-71,-71,-53,-69,-73,-77,-85,-75,-75,-75,-83,-73,-79,-77,-85,-83,-83
3634,"(0,1)",-67,-67,-77,-73,-79,-59,-69,-67,-73,-73,-69,-63,-53,-69,-73,-77,-85,-75,-75,-81,-79,-73,-79,-77,-85,-83,-87
3635,"(0,1)",-67,-67,-79,-75,-79,-59,-71,-71,-75,-75,-67,-79,-53,-69,-73,-77,-85,-71,-75,-81,-79,-73,-79,-73,-87,-83,-81
3636,"(0,1)",-67,-67,-77,-77,-81,-61,-71,-67,-73,-75,-71,-65,-51,-67,-73,-81,-89,-73,-69,-81,-81,-73,-79,-73,-87,-81,-85
3637,"(0,1)",-79,-67,-77,-77,-77,-61,-73,-67,-75,-81,-65,-63,-51,-69,-71,-81,-89,-73,-69,-81,-81,-73,-79,-73,-87,-81,-85
3638,"(0,1)",-65,-69,-77,-73,-77,-59,-71,-75,-75,-81,-69,-63,-53,-69,-73,-81,-89,-73,-69,-81,-81,-73,-81,-77,-87,-81,-83
3639,"(0,1)",-69,-67,-77,-73,-81,-61,-71,-67,-75,-81,-75,-65,-41,-69,-73,-73,-85,-75,-69,-77,-81,-73,-79,-77,-83,-81,-83
3640,"(0,1)",-69,-69,-77,-75,-81,-59,-69,-61,-73,-79,-71,-65,-41,-69,-73,-73,-85,-75,-69,-83,-81,-73,-79,-77,-83,-81,-83
3641,"(0,1)",-69,-69,-79,-79,-81,-59,-71,-73,-73,-79,-67,-71,-41,-69,-73,-73,-85,-75,-75,-83,-79,-73,-81,-77,-83,-81,-83
3642,"(0,1)",-67,-69,-77,-79,-81,-59,-73,-67,-73,-79,-71,-71,-41,-65,-73,-77,-85,-73,-75,-83,-79,-73,-81,-77,-83,-81,-83
3643,"(0,1)",-67,-67,-79,-79,-81,-59,-71,-67,-71,-77,-71,-63,-51,-69,-73,-81,-83,-73,-75,-83,-79,-73,-79,-77,-85,-81,-83
3644,"(0,1)",-81,-67,-79,-79,-81,-59,-71,-73,-77,-81,-71,-63,-41,-69,-73,-75,-85,-73,-77,-83,-83,-73,-69,-77,-83,-81,-83
3645,"(0,1)",-67,-67,-75,-79,-81,-59,-71,-73,-75,-79,-73,-63,-53,-69,-73,-77,-83,-73,-71,-83,-79,-73,-69,-73,-83,-81,-83
3646,"(0,1)",-69,-67,-77,-79,-79,-59,-71,-67,-71,-81,-71,-65,-41,-69,-73,-77,-83,-73,-75,-81,-79,-73,-81,-73,-85,-81,-79
3647,"(0,1)",-65,-67,-75,-77,-81,-61,-79,-67,-73,-81,-71,-63,-53,-65,-73,-77,-87,-73,-77,-81,-81,-73,-81,-77,-85,-81,-85
3648,"(0,1)",-65,-67,-79,-77,-81,-59,-75,-67,-75,-77,-71,-71,-53,-69,-73,-79,-87,-75,-75,-81,-81,-73,-79,-77,-83,-81,-85
3649,"(0,1)",-67,-67,-75,-77,-81,-61,-71,-61,-73,-77,-71,-69,-53,-73,-73,-79,-87,-73,-75,-81,-81,-69,-79,-77,-83,-83,-85
3650,"(0,1)",-67,-67,-79,-77,-83,-61,-71,-61,-71,-79,-71,-71,-53,-69,-73,-75,-87,-75,-75,-81,-81,-73,-79,-77,-83,-83,-85
3651,"(0,1)",-67,-67,-79,-77,-83,-59,-73,-67,-73,-77,-71,-63,-53,-63,-65,-79,-85,-75,-75,-81,-81,-73,-79,-75,-83,-81,-81
3652,"(0,1)",-65,-69,-77,-77,-81,-61,-67,-67,-73,-81,-71,-63,-53,-71,-73,-73,-85,-75,-75,-81,-81,-73,-79,-75,-83,-81,-83
3653,"(0,1)",-67,-67,-77,-77,-79,-59,-77,-67,-73,-73,-71,-63,-41,-71,-73,-73,-85,-75,-75,-81,-81,-71,-77,-75,-83,-81,-83
3654,"(0,1)",-67,-67,-77,-75,-81,-59,-73,-67,-73,-71,-73,-63,-41,-69,-73,-73,-85,-73,-75,-81,-81,-71,-79,-77,-83,-81,-83
3655,"(0,1)",-67,-67,-77,-73,-81,-61,-71,-67,-75,-79,-73,-63,-41,-69,-71,-79,-85,-73,-75,-79,-81,-75,-79,-77,-81,-83,-83
3656,"(0,1)",-69,-67,-77,-75,-81,-61,-71,-67,-77,-79,-73,-63,-41,-69,-71,-79,-85,-75,-75,-79,-81,-73,-79,-77,-81,-81,-83
3657,"(0,1)",-69,-69,-77,-75,-81,-61,-71,-65,-75,-79,-71,-63,-53,-69,-71,-79,-87,-75,-75,-81,-81,-73,-79,-77,-81,-83,-83
3658,"(0,1)",-69,-67,-77,-73,-83,-59,-73,-73,-75,-73,-77,-71,-53,-69,-71,-79,-87,-75,-73,-81,-81,-73,-79,-79,-85,-83,-83
3659,"(0,1)",-67,-69,-77,-75,-79,-59,-71,-67,-77,-77,-73,-63,-53,-69,-71,-81,-87,-75,-75,-81,-81,-75,-79,-77,-83,-83,-83
3660,"(0,1)",-67,-67,-79,-75,-81,-59,-71,-67,-73,-81,-71,-65,-53,-69,-75,-81,-87,-75,-75,-81,-81,-67,-79,-79,-83,-83,-83
3661,"(0,1)",-67,-69,-79,-75,-83,-59,-71,-67,-77,-81,-73,-63,-41,-67,-67,-77,-85,-73,-73,-81,-81,-73,-79,-77,-83,-81,-73
3662,"(0,1)",-69,-67,-79,-75,-81,-61,-71,-67,-75,-79,-69,-63,-53,-69,-67,-79,-85,-77,-75,-81,-81,-73,-81,-77,-81,-81,-83
3663,"(0,1)",-67,-69,-77,-75,-81,-59,-71,-75,-77,-83,-71,-63,-41,-69,-71,-69,-85,-73,-75,-79,-77,-73,-77,-75,-81,-81,-83
3664,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-73,-71,-81,-71,-65,-53,-69,-71,-69,-85,-71,-75,-79,-83,-73,-77,-77,-81,-83,-83
3665,"(0,1)",-65,-75,-79,-77,-79,-59,-71,-73,-71,-81,-65,-63,-41,-67,-71,-69,-85,-73,-77,-79,-83,-73,-79,-77,-81,-83,-83
3666,"(0,1)",-67,-69,-77,-75,-81,-61,-71,-75,-75,-81,-71,-63,-41,-67,-73,-69,-85,-73,-75,-79,-83,-73,-79,-77,-83,-83,-83
3667,"(0,1)",-67,-69,-75,-75,-81,-57,-71,-67,-73,-79,-71,-63,-41,-69,-73,-69,-85,-75,-81,-81,-83,-75,-81,-75,-83,-81,-79
3668,"(0,1)",-67,-69,-77,-75,-81,-61,-71,-67,-73,-77,-71,-63,-41,-65,-73,-69,-85,-73,-75,-81,-83,-75,-83,-77,-83,-79,-71
3669,"(0,1)",-69,-69,-77,-77,-83,-59,-71,-73,-71,-77,-71,-65,-41,-69,-71,-77,-85,-73,-73,-81,-83,-75,-81,-79,-85,-81,-85
3670,"(0,1)",-67,-69,-77,-77,-83,-59,-73,-73,-77,-81,-71,-63,-53,-67,-75,-77,-85,-73,-73,-81,-83,-73,-81,-77,-85,-81,-83
3671,"(0,1)",-67,-69,-77,-77,-83,-59,-73,-73,-71,-81,-71,-63,-53,-69,-75,-77,-83,-75,-73,-75,-83,-73,-81,-75,-85,-79,-85
3672,"(0,1)",-69,-81,-73,-77,-81,-59,-73,-67,-77,-83,-71,-63,-53,-69,-75,-77,-85,-75,-75,-75,-79,-73,-81,-77,-85,-79,-85
3673,"(0,1)",-69,-69,-77,-75,-83,-59,-71,-67,-75,-81,-71,-63,-41,-69,-75,-79,-85,-75,-69,-75,-79,-73,-81,-77,-85,-81,-81
3674,"(0,1)",-67,-69,-73,-75,-81,-59,-71,-67,-73,-77,-71,-63,-41,-69,-71,-79,-85,-75,-75,-75,-81,-73,-81,-77,-85,-81,-81
3675,"(0,1)",-65,-69,-75,-77,-83,-59,-73,-63,-73,-83,-73,-63,-53,-71,-67,-75,-85,-73,-75,-75,-81,-73,-79,-77,-85,-79,-81
3676,"(0,1)",-65,-69,-79,-71,-79,-61,-73,-67,-75,-81,-73,-65,-51,-71,-67,-75,-85,-73,-75,-79,-81,-73,-79,-77,-85,-79,-81
3677,"(0,1)",-67,-69,-73,-75,-79,-61,-73,-67,-69,-79,-69,-65,-51,-71,-67,-75,-85,-71,-75,-79,-81,-73,-81,-71,-81,-83,-85
3678,"(0,1)",-69,-65,-77,-75,-79,-59,-73,-73,-73,-79,-73,-63,-53,-67,-73,-75,-85,-73,-77,-81,-81,-73,-81,-77,-81,-81,-85
3679,"(0,1)",-67,-69,-77,-75,-81,-61,-73,-61,-75,-81,-71,-63,-53,-69,-73,-75,-85,-73,-77,-81,-81,-73,-81,-79,-81,-81,-85
3680,"(0,1)",-67,-69,-77,-75,-81,-61,-73,-67,-73,-79,-65,-61,-41,-67,-73,-75,-85,-73,-77,-81,-81,-73,-79,-79,-81,-79,-85
3681,"(0,1)",-67,-69,-79,-77,-81,-61,-73,-69,-73,-81,-71,-69,-41,-69,-73,-75,-85,-73,-71,-79,-81,-73,-81,-77,-81,-79,-81
3682,"(0,1)",-67,-67,-77,-77,-81,-61,-71,-73,-75,-81,-71,-63,-53,-69,-75,-77,-85,-73,-71,-79,-79,-73,-81,-79,-79,-81,-83
3683,"(0,1)",-67,-67,-77,-75,-81,-57,-73,-67,-73,-81,-73,-63,-53,-69,-73,-71,-87,-73,-71,-79,-79,-73,-79,-79,-79,-81,-85
3684,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-67,-73,-79,-73,-63,-41,-69,-69,-77,-81,-75,-75,-79,-81,-73,-79,-77,-83,-81,-83
3685,"(0,1)",-67,-69,-79,-77,-79,-61,-81,-67,-75,-83,-67,-65,-53,-59,-69,-77,-87,-75,-75,-81,-81,-73,-81,-77,-83,-81,-83
3686,"(0,1)",-67,-67,-77,-77,-81,-61,-71,-67,-73,-83,-71,-63,-41,-69,-73,-77,-87,-75,-71,-81,-81,-73,-81,-77,-83,-83,-83
3687,"(0,1)",-65,-67,-79,-75,-79,-59,-73,-73,-73,-83,-69,-71,-41,-69,-73,-77,-87,-73,-75,-81,-71,-75,-81,-77,-87,-81,-83
3688,"(0,1)",-67,-67,-77,-75,-79,-59,-75,-73,-73,-81,-71,-63,-53,-69,-73,-75,-87,-75,-75,-79,-71,-75,-79,-77,-87,-81,-83
3689,"(0,1)",-67,-69,-77,-69,-81,-61,-69,-67,-71,-81,-71,-65,-53,-69,-73,-75,-85,-75,-75,-75,-71,-73,-79,-77,-87,-83,-83
3690,"(0,1)",-65,-69,-79,-77,-81,-59,-69,-73,-75,-71,-71,-63,-53,-67,-73,-79,-85,-71,-75,-75,-71,-73,-81,-71,-83,-79,-85
3691,"(0,1)",-65,-69,-77,-75,-81,-61,-71,-67,-73,-79,-71,-65,-41,-69,-73,-79,-83,-75,-75,-75,-81,-73,-79,-77,-83,-81,-83
3692,"(0,1)",-67,-67,-75,-75,-81,-59,-71,-75,-73,-71,-71,-71,-53,-69,-73,-77,-83,-75,-75,-83,-81,-73,-79,-77,-83,-81,-79
3693,"(0,1)",-67,-67,-75,-75,-81,-61,-71,-75,-73,-77,-73,-65,-53,-69,-73,-77,-83,-73,-75,-81,-81,-73,-81,-77,-83,-81,-83
3694,"(0,1)",-67,-69,-77,-75,-83,-59,-71,-69,-73,-79,-71,-63,-41,-69,-73,-79,-83,-73,-77,-79,-81,-73,-79,-77,-83,-83,-81
3695,"(0,1)",-65,-69,-77,-73,-81,-59,-71,-67,-75,-79,-71,-63,-73,-67,-69,-79,-83,-73,-69,-79,-81,-73,-81,-77,-83,-87,-81
3696,"(0,1)",-67,-67,-77,-73,-79,-61,-73,-67,-75,-79,-69,-67,-53,-69,-73,-79,-83,-73,-71,-79,-81,-73,-81,-77,-79,-83,-81
3697,"(0,1)",-65,-67,-79,-77,-79,-59,-73,-67,-75,-79,-73,-65,-53,-69,-73,-79,-81,-73,-73,-81,-81,-73,-75,-77,-83,-81,-81
3698,"(0,1)",-69,-67,-75,-77,-83,-59,-73,-69,-77,-81,-69,-65,-53,-69,-67,-81,-85,-73,-71,-81,-81,-69,-81,-75,-85,-81,-83
3699,"(0,1)",-67,-69,-79,-77,-81,-57,-73,-65,-73,-81,-69,-71,-41,-71,-67,-79,-81,-75,-71,-81,-81,-73,-79,-75,-83,-81,-83
3700,"(0,1)",-67,-67,-77,-75,-81,-57,-69,-67,-75,-83,-71,-73,-53,-69,-73,-79,-81,-73,-73,-81,-81,-73,-81,-77,-85,-81,-83
3701,"(0,1)",-67,-67,-77,-77,-79,-59,-71,-73,-75,-77,-71,-63,-53,-69,-71,-79,-83,-73,-73,-81,-81,-73,-81,-75,-85,-83,-83
3702,"(0,1)",-67,-69,-77,-77,-83,-59,-71,-67,-75,-79,-73,-69,-53,-65,-73,-79,-83,-73,-75,-81,-79,-73,-81,-77,-85,-83,-83
3703,"(0,1)",-67,-67,-77,-77,-81,-61,-71,-67,-75,-81,-71,-63,-53,-75,-73,-75,-85,-75,-75,-79,-79,-73,-81,-77,-85,-81,-83
3704,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-69,-73,-79,-71,-63,-55,-67,-69,-75,-85,-73,-75,-81,-79,-73,-81,-77,-85,-81,-83
3705,"(0,1)",-69,-69,-79,-77,-81,-55,-71,-67,-75,-77,-73,-71,-53,-69,-69,-79,-85,-75,-75,-79,-79,-73,-79,-77,-83,-79,-83
3706,"(0,1)",-65,-69,-73,-77,-79,-59,-71,-73,-75,-79,-67,-63,-53,-69,-75,-77,-87,-73,-73,-81,-75,-73,-81,-77,-81,-83,-83
3707,"(0,1)",-65,-69,-77,-77,-81,-61,-71,-67,-77,-83,-71,-63,-67,-71,-71,-75,-85,-75,-77,-79,-73,-73,-81,-77,-87,-83,-79
3708,"(0,1)",-67,-67,-77,-77,-79,-59,-71,-81,-73,-81,-71,-73,-41,-69,-73,-81,-85,-77,-75,-81,-73,-73,-77,-75,-87,-83,-79
3709,"(0,1)",-67,-69,-77,-77,-81,-59,-73,-69,-75,-79,-71,-63,-53,-69,-69,-77,-85,-77,-75,-79,-73,-73,-81,-77,-85,-83,-79
3710,"(0,1)",-67,-67,-77,-77,-83,-59,-73,-69,-73,-75,-73,-69,-53,-69,-73,-75,-85,-73,-75,-79,-79,-73,-81,-77,-85,-83,-83
3711,"(0,1)",-69,-69,-75,-79,-81,-59,-71,-69,-77,-75,-69,-71,-41,-69,-73,-73,-85,-73,-83,-81,-79,-73,-81,-77,-83,-83,-85
3712,"(0,1)",-65,-67,-77,-75,-79,-55,-73,-67,-71,-81,-71,-65,-41,-69,-73,-73,-85,-75,-83,-81,-83,-75,-79,-75,-83,-81,-81
3713,"(0,1)",-67,-67,-79,-75,-81,-55,-71,-69,-75,-81,-71,-63,-53,-69,-73,-79,-85,-73,-75,-73,-83,-75,-79,-75,-83,-81,-79
3714,"(0,1)",-67,-67,-77,-75,-81,-59,-71,-69,-73,-81,-73,-63,-53,-69,-73,-79,-85,-73,-75,-73,-79,-75,-79,-77,-83,-81,-79
3715,"(0,1)",-69,-67,-81,-75,-81,-61,-71,-67,-75,-79,-71,-65,-51,-69,-73,-79,-85,-75,-75,-73,-79,-75,-81,-77,-83,-81,-79
3716,"(0,1)",-67,-67,-79,-73,-79,-61,-71,-75,-77,-83,-71,-65,-51,-69,-73,-75,-83,-77,-75,-81,-81,-75,-79,-77,-81,-81,-79
3717,"(0,1)",-67,-67,-79,-75,-81,-61,-71,-67,-77,-79,-71,-63,-53,-67,-73,-73,-83,-73,-75,-81,-79,-75,-81,-77,-81,-79,-79
3718,"(0,1)",-67,-67,-77,-77,-83,-61,-71,-71,-75,-83,-73,-63,-53,-69,-73,-73,-85,-75,-75,-81,-79,-69,-79,-77,-83,-81,-83
3719,"(0,1)",-67,-67,-79,-77,-81,-61,-71,-73,-73,-83,-73,-65,-41,-77,-75,-73,-85,-75,-73,-81,-73,-73,-77,-77,-85,-81,-83
3720,"(0,1)",-65,-69,-81,-79,-81,-59,-71,-63,-73,-71,-69,-65,-41,-69,-73,-79,-85,-75,-73,-81,-73,-71,-77,-75,-83,-83,-83
3721,"(0,1)",-69,-67,-79,-77,-81,-59,-71,-71,-75,-81,-71,-69,-41,-69,-73,-79,-83,-73,-75,-81,-73,-73,-77,-77,-73,-81,-83
3722,"(0,1)",-69,-67,-79,-77,-79,-61,-71,-61,-73,-83,-73,-63,-55,-69,-69,-79,-83,-75,-75,-81,-81,-73,-77,-77,-83,-81,-83
3723,"(0,1)",-67,-67,-77,-77,-85,-59,-71,-65,-73,-83,-69,-63,-43,-69,-69,-79,-81,-75,-73,-81,-81,-73,-77,-77,-83,-81,-83
3724,"(0,1)",-65,-69,-77,-79,-79,-59,-71,-67,-75,-83,-71,-63,-43,-69,-71,-75,-85,-75,-73,-79,-81,-73,-77,-77,-85,-81,-83
3725,"(0,1)",-67,-67,-79,-77,-79,-59,-71,-73,-75,-83,-71,-65,-55,-67,-71,-75,-83,-73,-75,-83,-81,-73,-81,-77,-85,-83,-85
3726,"(0,1)",-65,-67,-77,-75,-83,-59,-71,-67,-75,-81,-71,-65,-53,-65,-71,-73,-83,-75,-75,-83,-81,-73,-81,-75,-85,-83,-87
3727,"(0,1)",-67,-69,-79,-77,-79,-59,-69,-73,-73,-83,-71,-63,-53,-67,-71,-81,-83,-75,-77,-83,-79,-73,-81,-79,-85,-81,-87
3728,"(0,1)",-67,-69,-77,-77,-81,-59,-69,-73,-75,-83,-79,-63,-53,-67,-71,-81,-83,-75,-73,-83,-79,-73,-81,-77,-83,-83,-87
3729,"(0,1)",-67,-69,-77,-79,-81,-59,-71,-67,-71,-77,-79,-63,-53,-69,-71,-71,-83,-75,-75,-79,-79,-73,-81,-77,-83,-83,-77
3730,"(0,1)",-69,-67,-77,-79,-81,-59,-73,-67,-77,-83,-71,-65,-53,-69,-73,-79,-83,-75,-75,-79,-79,-73,-79,-77,-83,-79,-81
3731,"(0,1)",-67,-67,-79,-79,-79,-61,-73,-67,-75,-79,-77,-61,-43,-69,-71,-75,-87,-73,-75,-81,-73,-75,-79,-77,-83,-81,-83
3732,"(0,1)",-69,-69,-75,-77,-81,-59,-71,-69,-75,-81,-71,-63,-53,-69,-71,-79,-87,-75,-75,-81,-73,-73,-77,-77,-85,-83,-77
3733,"(0,1)",-67,-67,-79,-77,-81,-61,-71,-67,-75,-83,-71,-71,-53,-67,-71,-77,-83,-75,-75,-79,-73,-75,-81,-79,-79,-81,-87
3734,"(0,1)",-67,-67,-75,-73,-79,-59,-73,-67,-73,-71,-71,-65,-53,-67,-73,-75,-83,-75,-75,-81,-73,-71,-79,-75,-79,-83,-87
3735,"(0,1)",-67,-67,-75,-75,-81,-61,-69,-67,-75,-77,-71,-63,-51,-67,-73,-75,-85,-73,-75,-81,-77,-73,-79,-79,-81,-79,-83
3736,"(0,1)",-67,-69,-77,-75,-81,-61,-71,-69,-75,-81,-71,-71,-53,-71,-73,-79,-83,-75,-75,-81,-81,-73,-79,-77,-83,-81,-83
3737,"(0,1)",-61,-67,-77,-79,-79,-57,-71,-69,-75,-77,-65,-71,-51,-69,-69,-79,-85,-75,-75,-81,-83,-73,-75,-77,-83,-83,-83
3738,"(0,1)",-67,-69,-81,-77,-81,-59,-73,-67,-73,-79,-69,-71,-53,-69,-73,-81,-85,-75,-69,-81,-83,-75,-75,-77,-83,-83,-83
3739,"(0,1)",-69,-69,-77,-77,-81,-59,-71,-67,-73,-79,-69,-79,-39,-69,-73,-81,-85,-75,-71,-81,-83,-73,-81,-77,-85,-79,-85
3740,"(0,1)",-65,-69,-77,-77,-83,-59,-69,-67,-73,-79,-69,-71,-53,-69,-73,-79,-85,-75,-75,-81,-81,-73,-81,-77,-83,-81,-85
3741,"(0,1)",-67,-69,-77,-77,-81,-59,-73,-67,-71,-79,-73,-71,-41,-69,-73,-79,-85,-73,-75,-81,-81,-73,-81,-73,-83,-81,-85
3742,"(0,1)",-67,-69,-79,-79,-83,-59,-75,-67,-71,-79,-73,-63,-51,-67,-73,-79,-85,-75,-75,-79,-81,-69,-79,-73,-83,-79,-85
3743,"(0,1)",-67,-69,-75,-77,-81,-57,-71,-75,-71,-79,-71,-63,-51,-71,-73,-79,-83,-75,-75,-79,-81,-69,-79,-73,-83,-83,-81
3744,"(0,1)",-67,-69,-77,-77,-81,-59,-71,-69,-77,-79,-73,-69,-53,-69,-71,-79,-83,-75,-75,-79,-77,-69,-79,-77,-83,-81,-85
3745,"(0,1)",-65,-69,-79,-73,-81,-59,-71,-67,-71,-79,-71,-61,-51,-69,-71,-75,-85,-75,-75,-79,-77,-69,-77,-77,-83,-75,-85
3746,"(0,1)",-67,-67,-75,-71,-81,-59,-71,-67,-75,-77,-73,-61,-53,-67,-71,-75,-87,-75,-75,-81,-77,-73,-79,-77,-81,-75,-85
3747,"(0,1)",-67,-67,-77,-77,-79,-61,-73,-69,-75,-79,-73,-63,-53,-69,-71,-75,-87,-77,-75,-81,-77,-73,-79,-77,-83,-81,-79
3748,"(0,1)",-67,-67,-77,-77,-81,-59,-73,-67,-73,-81,-71,-61,-55,-67,-71,-75,-83,-77,-71,-81,-77,-75,-79,-77,-83,-81,-85
3749,"(0,1)",-69,-67,-79,-79,-79,-59,-73,-71,-75,-79,-71,-71,-51,-69,-73,-73,-83,-75,-75,-81,-81,-69,-79,-77,-83,-81,-85
3750,"(0,1)",-67,-69,-79,-79,-83,-59,-71,-69,-73,-79,-71,-71,-53,-69,-73,-77,-83,-75,-73,-81,-77,-69,-79,-77,-83,-81,-85
3751,"(0,1)",-67,-69,-77,-77,-83,-57,-71,-67,-73,-77,-71,-63,-53,-69,-73,-77,-85,-73,-73,-81,-77,-69,-79,-77,-83,-83,-81
3752,"(0,1)",-67,-67,-77,-77,-81,-59,-71,-67,-73,-79,-71,-63,-41,-69,-71,-71,-85,-75,-73,-81,-81,-69,-75,-77,-83,-83,-75
3753,"(0,1)",-69,-69,-77,-75,-81,-61,-71,-67,-73,-79,-71,-65,-53,-69,-73,-71,-85,-75,-75,-81,-79,-71,-81,-77,-85,-81,-85
3754,"(0,1)",-67,-67,-77,-73,-81,-61,-73,-67,-73,-79,-71,-61,-41,-69,-73,-77,-83,-75,-73,-77,-79,-71,-81,-79,-85,-81,-85
3755,"(0,1)",-67,-69,-77,-79,-81,-59,-71,-73,-73,-79,-67,-65,-41,-69,-71,-75,-87,-75,-75,-81,-79,-73,-81,-77,-85,-81,-83
3756,"(0,1)",-67,-69,-79,-73,-83,-59,-71,-67,-75,-79,-71,-65,-53,-69,-71,-75,-87,-75,-75,-81,-83,-73,-79,-77,-85,-83,-83
3757,"(0,1)",-69,-67,-79,-73,-81,-61,-73,-73,-75,-79,-71,-67,-41,-69,-69,-79,-87,-75,-77,-81,-83,-73,-79,-77,-85,-83,-83
3758,"(0,1)",-69,-69,-75,-75,-81,-59,-73,-61,-73,-75,-71,-63,-53,-69,-69,-79,-87,-73,-69,-81,-83,-73,-79,-77,-85,-83,-83
